id,home_team_player11,home_team_player10,home_team_player9,home_team_player8,home_team_player7,home_team_player6,home_team_player5,home_team_player4,home_team_player3,home_team_player2,home_team_player1,home_team_score,away_team_score,away_team_player1,away_team_player2,away_team_player3,away_team_player4,away_team_player5,away_team_player6,away_team_player7,away_team_player8,away_team_player9,away_team_player10,away_team_player11
16875,11 永井謙佑 FW,32 川又堅碁 FW,10 小川佳純 MF,8 ダニルソン MF,20 矢田旭 MF,17 松田力 MF,3 牟田雄祐 DF,4 田中マルクス闘莉王 DF,2 竹内彬 DF,35 田中輝希 DF,1 楢﨑正剛 GK,3,0,1 秋元陽太 GK,20 坪井慶介 DF,4 アンドレバイア DF,15 キムジョンピル DF,10 菊池大介 MF,2 菊地俊介 MF,6 永木亮太 MF,17 三竿雄斗 MF,7 大竹洋平 FW,19 大槻周平 FW,23 高山薫 FW
16876,11 ディエゴ FW,8 林陵平 FW,24 ロメロフランク FW,27 高木利弥 MF,5 アルセウ MF,7 松岡亮輔 MF,13 石川竜也 DF,4 西河翔吾 DF,17 當間建文 DF,22 キムボムヨン DF,1 山岸範宏 GK,1,0,1 榎本哲也 GK,13 小林祐三 DF,22 中澤佑二 DF,5 ファビオ DF,23 下平匠 DF,27 富澤清太郎 MF,8 中町公祐 MF,7 兵藤慎剛 MF,11 齋藤学 MF,18 ラフィーニャ FW,16 伊藤翔 FW
16877,21 ズラタン FW,7 梅崎司 MF,19 武藤雄樹 MF,3 宇賀神友弥 MF,22 阿部勇樹 MF,8 柏木陽介 MF,14 平川忠亮 MF,5 槙野智章 DF,4 那須大亮 DF,46 森脇良太 DF,1 西川周作 GK,1,0,1 東口順昭 GK,33 小椋祥平 DF,5 丹羽大輝 DF,6 金正也 DF,4 藤春廣輝 DF,15 今野泰幸 MF,7 遠藤保仁 MF,19 大森晃太郎 MF,11 倉田秋 MF,39 宇佐美貴史 FW,29 パトリック FW
16878,15 高崎寛之 FW,13 中村充孝 MF,7 カイオ MF,32 杉本太郎 MF,27 梅鉢貴秀 MF,20 柴崎岳 MF,16 山本脩斗 DF,5 青木剛 DF,23 植田直通 DF,24 伊東幸敏 DF,21 曽ヶ端準 GK,0,1,1 荻晃太 GK,8 新井涼平 DF,17 津田琢磨 DF,13 野田紘史 DF,28 橋爪勇樹 MF,23 稲垣祥 MF,4 山本英臣 MF,27 阿部翔平 MF,14 堀米勇輝 FW,15 伊東純也 FW,9 阿部拓馬 FW
16879,11 レアンドロ FW,9 工藤壮人 FW,15 武富孝介 MF,7 大谷秀和 MF,8 茨田陽生 MF,30 クリスティアーノ MF,22 輪湖直樹 DF,13 エドゥアルド DF,4 鈴木大輔 DF,27 キムチャンス DF,21 菅野孝憲 GK,0,0,21 杉山力裕 GK,22 枝村匠馬 DF,5 ヤコヴィッチ DF,6 杉山浩太 DF,3 平岡康裕 DF,28 八反田康平 MF,15 村松大輔 MF,16 六平光成 MF,19 ミッチェルデューク MF,18 ピーターウタカ FW,10 大前元紀 FW
16880,23 林容平 FW,17 河野広貴 FW,14 武藤嘉紀 FW,22 羽生直剛 MF,10 梶山陽平 MF,7 米本拓司 MF,6 太田宏介 DF,29 吉本一謙 DF,3 森重真人 DF,2 徳永悠平 DF,1 権田修一 GK,2,1,21 西部洋平 GK,18 エウシーニョ DF,4 井川祐輔 DF,5 谷口彰悟 DF,20 車屋紳太郎 DF,16 大島僚太 MF,14 中村憲剛 MF,11 小林悠 MF,10 レナト MF,15 船山貴之 FW,13 大久保嘉人 FW
16881,11 佐藤寿人 FW,30 柴﨑晃誠 MF,24 野津田岳人 MF,18 柏好文 MF,6 青山敏弘 MF,28 丸谷拓也 MF,27 清水航平 MF,4 水本裕貴 DF,5 千葉和彦 DF,33 塩谷司 DF,1 林卓人 GK,2,0,1 六反勇治 GK,25 菅井直樹 DF,2 鎌田次郎 DF,3 渡部博文 DF,5 石川直樹 DF,7 奥埜博亮 MF,17 富田晋伍 MF,27 武井択也 MF,10 梁勇基 MF,11 金園英学 FW,9 ウイルソン FW
16882,9 オビナ FW,22 前田直輝 MF,8 岩上祐三 MF,6 岩沼俊介 MF,5 岩間雄大 MF,11 喜山康平 MF,3 田中隼磨 DF,4 飯田真輝 DF,13 後藤圭太 DF,2 大久保裕樹 DF,1 村山智彦 GK,1,2,21 守田達弥 GK,4 舞行龍ジェームズ DF,3 大井健太郎 DF,2 大野和成 DF,7 コルテース DF,8 レオシルバ MF,6 小林裕紀 MF,24 川口尚紀 MF,18 成岡翔 MF,11 指宿洋史 FW,9 山崎亮平 FW
16883,11 豊田陽平 FW,9 白星東 FW,10 金民友 MF,14 藤田直之 MF,28 高橋義希 MF,8 水沼宏太 MF,23 吉田豊 DF,5 キムミンヒョク DF,36 菊地直哉 DF,15 丹羽竜平 DF,1 赤星拓 GK,1,1,22 山本海人 GK,5 岩波拓也 DF,16 チョンウヨン DF,8 高橋祥平 DF,25 奥井諒 MF,17 田中英雄 MF,24 三原雅俊 MF,3 相馬崇人 MF,18 マルキーニョス FW,19 渡邉千真 FW,13 小川慶治朗 FW
16884,9 オビナ FW,8 岩上祐三 MF,22 前田直輝 MF,11 喜山康平 MF,5 岩間雄大 MF,24 那須川将大 MF,3 田中隼磨 DF,4 飯田真輝 DF,30 酒井隆介 DF,2 大久保裕樹 DF,1 村山智彦 GK,2,0,1 荻晃太 GK,22 渡邉将基 DF,17 津田琢磨 DF,13 野田紘史 DF,28 橋爪勇樹 MF,8 新井涼平 MF,4 山本英臣 MF,27 阿部翔平 MF,14 堀米勇輝 FW,15 伊東純也 FW,9 阿部拓馬 FW
16885,9 山崎亮平 FW,19 鈴木武蔵 FW,23 山本康裕 MF,24 川口尚紀 MF,6 小林裕紀 MF,25 小泉慶 MF,7 コルテース DF,2 大野和成 DF,3 大井健太郎 DF,4 舞行龍ジェームズ DF,21 守田達弥 GK,1,1,1 山岸範宏 GK,22 キムボムヨン DF,17 當間建文 DF,4 西河翔吾 DF,13 石川竜也 DF,7 松岡亮輔 MF,5 アルセウ MF,27 高木利弥 MF,24 ロメロフランク FW,8 林陵平 FW,11 ディエゴ FW
16886,18 ピーターウタカ FW,9 長沢駿 FW,10 大前元紀 MF,19 ミッチェルデューク MF,28 八反田康平 MF,15 村松大輔 MF,2 三浦弦太 DF,6 杉山浩太 DF,5 ヤコヴィッチ DF,22 枝村匠馬 DF,21 杉山力裕 GK,2,2,1 赤星拓 GK,15 丹羽竜平 DF,36 菊地直哉 DF,5 キムミンヒョク DF,23 吉田豊 DF,8 水沼宏太 MF,28 高橋義希 MF,14 藤田直之 MF,10 金民友 MF,22 池田圭 FW,11 豊田陽平 FW
16887,13 大久保嘉人 FW,10 レナト FW,15 船山貴之 FW,18 エウシーニョ MF,19 森谷賢太郎 MF,14 中村憲剛 MF,16 大島僚太 MF,5 谷口彰悟 DF,3 角田誠 DF,4 井川祐輔 DF,30 新井章太 GK,0,1,1 林卓人 GK,33 塩谷司 DF,5 千葉和彦 DF,4 水本裕貴 DF,14 ミキッチ MF,8 森﨑和幸 MF,6 青山敏弘 MF,18 柏好文 MF,9 ドウグラス MF,30 柴﨑晃誠 MF,11 佐藤寿人 FW
16888,39 アデミウソン FW,11 齋藤学 MF,8 中町公祐 MF,25 藤本淳吾 MF,6 三門雄大 MF,27 富澤清太郎 MF,23 下平匠 DF,5 ファビオ DF,22 中澤佑二 DF,13 小林祐三 DF,21 飯倉大樹 GK,2,0,1 楢﨑正剛 GK,35 田中輝希 DF,2 竹内彬 DF,4 田中マルクス闘莉王 DF,3 牟田雄祐 DF,17 松田力 MF,20 矢田旭 MF,8 ダニルソン MF,10 小川佳純 MF,32 川又堅碁 FW,11 永井謙佑 FW
16889,23 高山薫 FW,18 アリソン FW,19 大槻周平 FW,10 菊池大介 MF,26 可児壮隆 MF,6 永木亮太 MF,14 藤田征也 MF,17 三竿雄斗 DF,4 アンドレバイア DF,3 遠藤航 DF,1 秋元陽太 GK,1,1,22 山本海人 GK,5 岩波拓也 DF,4 北本久仁衛 DF,8 高橋祥平 DF,6 高橋峻希 MF,16 チョンウヨン MF,27 フェフージン MF,3 相馬崇人 MF,18 マルキーニョス FW,19 渡邉千真 FW,13 小川慶治朗 FW
16890,9 ウイルソン FW,7 奥埜博亮 FW,8 野沢拓也 MF,10 梁勇基 MF,17 富田晋伍 MF,31 茂木駿佑 MF,23 二見宏志 DF,5 石川直樹 DF,33 多々良敦斗 DF,25 菅井直樹 DF,1 六反勇治 GK,2,3,1 権田修一 GK,2 徳永悠平 DF,3 森重真人 DF,29 吉本一謙 DF,6 太田宏介 DF,7 米本拓司 MF,10 梶山陽平 MF,22 羽生直剛 MF,14 武藤嘉紀 FW,20 前田遼一 FW,38 東慶悟 FW
16891,30 クリスティアーノ FW,11 レアンドロ FW,7 大谷秀和 MF,8 茨田陽生 MF,26 太田徹郎 MF,9 工藤壮人 MF,22 輪湖直樹 DF,20 中谷進之介 DF,4 鈴木大輔 DF,27 キムチャンス DF,21 菅野孝憲 GK,3,3,1 西川周作 GK,46 森脇良太 DF,17 永田充 DF,5 槙野智章 DF,24 関根貴大 MF,8 柏木陽介 MF,22 阿部勇樹 MF,3 宇賀神友弥 MF,7 梅崎司 MF,19 武藤雄樹 MF,21 ズラタン FW
16892,29 パトリック FW,39 宇佐美貴史 FW,11 倉田秋 MF,13 阿部浩之 MF,7 遠藤保仁 MF,15 今野泰幸 MF,4 藤春廣輝 DF,8 岩下敬輔 DF,5 丹羽大輝 DF,14 米倉恒貴 DF,1 東口順昭 GK,2,0,1 佐藤昭大 GK,22 西大伍 DF,23 植田直通 DF,5 青木剛 DF,3 昌子源 DF,40 小笠原満男 MF,20 柴崎岳 MF,7 カイオ MF,33 金崎夢生 MF,8 土居聖真 MF,18 赤﨑秀平 FW
16893,11 永井謙佑 FW,18 ノヴァコヴィッチ FW,32 川又堅碁 MF,20 矢田旭 MF,13 磯村亮太 MF,10 小川佳純 MF,3 牟田雄祐 DF,4 田中マルクス闘莉王 DF,2 竹内彬 DF,19 矢野貴章 DF,1 楢﨑正剛 GK,0,1,30 新井章太 GK,4 井川祐輔 DF,3 角田誠 DF,5 谷口彰悟 DF,16 大島僚太 MF,19 森谷賢太郎 MF,18 エウシーニョ MF,20 車屋紳太郎 MF,15 船山貴之 FW,10 レナト FW,13 大久保嘉人 FW
16894,11 ディエゴ FW,8 林陵平 FW,24 ロメロフランク FW,27 高木利弥 MF,5 アルセウ MF,7 松岡亮輔 MF,13 石川竜也 DF,4 西河翔吾 DF,17 當間建文 DF,22 キムボムヨン DF,1 山岸範宏 GK,3,0,21 菅野孝憲 GK,27 キムチャンス DF,4 鈴木大輔 DF,13 エドゥアルド DF,22 輪湖直樹 DF,30 クリスティアーノ MF,28 栗澤僚一 MF,8 茨田陽生 MF,15 武富孝介 MF,11 レアンドロ FW,9 工藤壮人 FW
16895,39 アデミウソン FW,11 齋藤学 MF,25 藤本淳吾 MF,6 三門雄大 MF,8 中町公祐 MF,23 下平匠 DF,5 ファビオ DF,22 中澤佑二 DF,27 富澤清太郎 DF,13 小林祐三 DF,21 飯倉大樹 GK,1,0,21 守田達弥 GK,24 川口尚紀 DF,3 大井健太郎 DF,2 大野和成 DF,7 コルテース DF,8 レオシルバ MF,6 小林裕紀 MF,23 山本康裕 MF,18 成岡翔 MF,11 指宿洋史 FW,9 山崎亮平 FW
16896,11 アドリアーノ FW,19 盛田剛平 FW,7 石原克哉 FW,27 阿部翔平 MF,23 稲垣祥 MF,6 マルキーニョスパラナ MF,24 松本大輝 MF,17 津田琢磨 DF,4 山本英臣 DF,22 渡邉将基 DF,1 荻晃太 GK,0,1,1 秋元陽太 GK,3 遠藤航 DF,4 アンドレバイア DF,17 三竿雄斗 DF,14 藤田征也 MF,6 永木亮太 MF,26 可児壮隆 MF,10 菊池大介 MF,19 大槻周平 FW,18 アリソン FW,22 岡田翔平 FW
16897,9 ウイルソン FW,11 金園英学 FW,8 野沢拓也 MF,6 キムミンテ MF,17 富田晋伍 MF,10 梁勇基 MF,5 石川直樹 DF,3 渡部博文 DF,33 多々良敦斗 DF,25 菅井直樹 DF,1 六反勇治 GK,4,4,1 西川周作 GK,46 森脇良太 DF,4 那須大亮 DF,5 槙野智章 DF,24 関根貴大 MF,8 柏木陽介 MF,22 阿部勇樹 MF,3 宇賀神友弥 MF,7 梅崎司 MF,19 武藤雄樹 MF,21 ズラタン FW
16898,11 豊田陽平 FW,22 池田圭 FW,10 金民友 MF,14 藤田直之 MF,28 高橋義希 MF,8 水沼宏太 MF,23 吉田豊 DF,29 谷口博之 DF,36 菊地直哉 DF,15 丹羽竜平 DF,1 赤星拓 GK,1,1,1 村山智彦 GK,30 酒井隆介 DF,2 大久保裕樹 DF,4 飯田真輝 DF,3 田中隼磨 DF,8 岩上祐三 MF,5 岩間雄大 MF,17 飯尾竜太朗 MF,22 前田直輝 MF,11 喜山康平 MF,9 オビナ FW
16899,38 東慶悟 FW,17 河野広貴 FW,14 武藤嘉紀 FW,22 羽生直剛 MF,10 梶山陽平 MF,7 米本拓司 MF,6 太田宏介 DF,30 カニーニ DF,3 森重真人 DF,2 徳永悠平 DF,1 権田修一 GK,0,1,21 曽ヶ端準 GK,22 西大伍 DF,14 ファンソッコ DF,3 昌子源 DF,16 山本脩斗 DF,20 柴崎岳 MF,40 小笠原満男 MF,25 遠藤康 MF,7 カイオ MF,8 土居聖真 MF,18 赤﨑秀平 FW
16900,9 石津大介 FW,19 渡邉千真 FW,13 小川慶治朗 FW,8 高橋祥平 MF,17 田中英雄 MF,16 チョンウヨン MF,6 高橋峻希 MF,14 増川隆洋 DF,4 北本久仁衛 DF,5 岩波拓也 DF,22 山本海人 GK,1,2,21 杉山力裕 GK,17 河井陽介 DF,5 ヤコヴィッチ DF,6 杉山浩太 DF,3 平岡康裕 DF,16 六平光成 MF,28 八反田康平 MF,19 ミッチェルデューク MF,10 大前元紀 MF,9 長沢駿 FW,18 ピーターウタカ FW
16901,11 佐藤寿人 FW,30 柴﨑晃誠 MF,24 野津田岳人 MF,18 柏好文 MF,6 青山敏弘 MF,8 森﨑和幸 MF,27 清水航平 MF,4 水本裕貴 DF,5 千葉和彦 DF,33 塩谷司 DF,1 林卓人 GK,0,1,1 東口順昭 GK,5 丹羽大輝 DF,6 金正也 DF,8 岩下敬輔 DF,4 藤春廣輝 DF,15 今野泰幸 MF,7 遠藤保仁 MF,13 阿部浩之 MF,19 大森晃太郎 MF,39 宇佐美貴史 FW,9 リンス FW
16902,9 工藤壮人 FW,30 クリスティアーノ FW,26 太田徹郎 MF,8 茨田陽生 MF,15 武富孝介 MF,28 栗澤僚一 MF,22 輪湖直樹 DF,13 エドゥアルド DF,4 鈴木大輔 DF,2 藤田優人 DF,21 菅野孝憲 GK,0,0,1 秋元陽太 GK,3 遠藤航 DF,4 アンドレバイア DF,17 三竿雄斗 DF,5 古林将太 MF,16 石川俊輝 MF,6 永木亮太 MF,10 菊池大介 MF,19 大槻周平 FW,8 山田直輝 FW,23 高山薫 FW
16903,10 バレー FW,9 阿部拓馬 FW,23 稲垣祥 FW,27 阿部翔平 MF,8 新井涼平 MF,6 マルキーニョスパラナ MF,28 橋爪勇樹 MF,17 津田琢磨 DF,4 山本英臣 DF,41 土屋征夫 DF,21 河田晃兵 GK,2,0,1 山岸範宏 GK,22 キムボムヨン DF,17 當間建文 DF,4 西河翔吾 DF,13 石川竜也 DF,7 松岡亮輔 MF,5 アルセウ MF,27 高木利弥 MF,24 ロメロフランク FW,8 林陵平 FW,11 ディエゴ FW
16904,9 オビナ FW,8 岩上祐三 MF,22 前田直輝 MF,11 喜山康平 MF,5 岩間雄大 MF,6 岩沼俊介 MF,3 田中隼磨 DF,4 飯田真輝 DF,30 酒井隆介 DF,2 大久保裕樹 DF,1 村山智彦 GK,2,0,22 山本海人 GK,5 岩波拓也 DF,4 北本久仁衛 DF,8 高橋祥平 DF,6 高橋峻希 MF,10 森岡亮太 MF,16 チョンウヨン MF,25 奥井諒 MF,27 フェフージン FW,19 渡邉千真 FW,13 小川慶治朗 FW
16905,9 山崎亮平 FW,11 指宿洋史 FW,25 小泉慶 MF,23 山本康裕 MF,6 小林裕紀 MF,4 舞行龍ジェームズ MF,7 コルテース DF,2 大野和成 DF,3 大井健太郎 DF,24 川口尚紀 DF,21 守田達弥 GK,0,3,1 六反勇治 GK,4 蜂須賀孝治 DF,33 多々良敦斗 DF,3 渡部博文 DF,5 石川直樹 DF,7 奥埜博亮 MF,17 富田晋伍 MF,6 キムミンテ MF,10 梁勇基 MF,11 金園英学 FW,9 ウイルソン FW
16906,18 赤﨑秀平 FW,8 土居聖真 MF,7 カイオ MF,25 遠藤康 MF,40 小笠原満男 MF,20 柴崎岳 MF,16 山本脩斗 DF,3 昌子源 DF,14 ファンソッコ DF,22 西大伍 DF,21 曽ヶ端準 GK,2,2,1 林卓人 GK,33 塩谷司 DF,5 千葉和彦 DF,4 水本裕貴 DF,14 ミキッチ MF,8 森﨑和幸 MF,6 青山敏弘 MF,18 柏好文 MF,9 ドウグラス MF,30 柴﨑晃誠 MF,11 佐藤寿人 FW
16907,9 長沢駿 FW,18 ピーターウタカ FW,10 大前元紀 MF,19 ミッチェルデューク MF,28 八反田康平 MF,16 六平光成 MF,3 平岡康裕 DF,6 杉山浩太 DF,2 三浦弦太 DF,17 河井陽介 DF,21 杉山力裕 GK,1,2,21 飯倉大樹 GK,13 小林祐三 DF,22 中澤佑二 DF,5 ファビオ DF,23 下平匠 DF,28 喜田拓也 MF,8 中町公祐 MF,25 藤本淳吾 MF,6 三門雄大 MF,11 齋藤学 MF,39 アデミウソン FW
16908,29 パトリック FW,39 宇佐美貴史 FW,19 大森晃太郎 MF,13 阿部浩之 MF,7 遠藤保仁 MF,15 今野泰幸 MF,4 藤春廣輝 DF,8 岩下敬輔 DF,5 丹羽大輝 DF,14 米倉恒貴 DF,1 東口順昭 GK,1,1,30 新井章太 GK,18 エウシーニョ DF,3 角田誠 DF,4 井川祐輔 DF,20 車屋紳太郎 DF,5 谷口彰悟 MF,14 中村憲剛 MF,19 森谷賢太郎 MF,10 レナト MF,15 船山貴之 FW,13 大久保嘉人 FW
16909,30 興梠慎三 FW,19 武藤雄樹 MF,20 李忠成 MF,3 宇賀神友弥 MF,22 阿部勇樹 MF,8 柏木陽介 MF,24 関根貴大 MF,5 槙野智章 DF,4 那須大亮 DF,46 森脇良太 DF,1 西川周作 GK,4,1,1 権田修一 GK,2 徳永悠平 DF,3 森重真人 DF,30 カニーニ DF,6 太田宏介 DF,7 米本拓司 MF,8 三田啓貴 MF,10 梶山陽平 MF,14 武藤嘉紀 FW,23 林容平 FW,38 東慶悟 FW
16910,11 永井謙佑 FW,32 川又堅碁 FW,10 小川佳純 MF,20 矢田旭 MF,13 磯村亮太 MF,17 松田力 MF,3 牟田雄祐 DF,4 田中マルクス闘莉王 DF,2 竹内彬 DF,19 矢野貴章 DF,1 楢﨑正剛 GK,0,1,1 赤星拓 GK,15 丹羽竜平 DF,36 菊地直哉 DF,29 谷口博之 DF,23 吉田豊 DF,8 水沼宏太 MF,28 高橋義希 MF,14 藤田直之 MF,10 金民友 MF,22 池田圭 FW,11 豊田陽平 FW
16911,9 ウイルソン FW,11 金園英学 FW,8 野沢拓也 MF,6 キムミンテ MF,17 富田晋伍 MF,7 奥埜博亮 MF,5 石川直樹 DF,3 渡部博文 DF,33 多々良敦斗 DF,4 蜂須賀孝治 DF,1 六反勇治 GK,0,1,21 河田晃兵 GK,41 土屋征夫 DF,4 山本英臣 DF,17 津田琢磨 DF,28 橋爪勇樹 MF,6 マルキーニョスパラナ MF,18 下田北斗 MF,27 阿部翔平 MF,23 稲垣祥 FW,9 阿部拓馬 FW,10 バレー FW
16912,11 ディエゴ FW,8 林陵平 FW,24 ロメロフランク FW,22 キムボムヨン MF,5 アルセウ MF,7 松岡亮輔 MF,13 石川竜也 DF,4 西河翔吾 DF,2 舩津徹也 DF,31 高木純平 DF,1 山岸範宏 GK,0,1,22 山本海人 GK,34 ブエノ DF,14 増川隆洋 DF,5 岩波拓也 DF,6 高橋峻希 MF,10 森岡亮太 MF,16 チョンウヨン MF,25 奥井諒 MF,27 フェフージン FW,19 渡邉千真 FW,13 小川慶治朗 FW
16913,23 高山薫 FW,19 大槻周平 FW,7 大竹洋平 FW,10 菊池大介 MF,6 永木亮太 MF,16 石川俊輝 MF,14 藤田征也 MF,17 三竿雄斗 DF,4 アンドレバイア DF,3 遠藤航 DF,1 秋元陽太 GK,4,0,21 杉山力裕 GK,17 河井陽介 DF,2 三浦弦太 DF,6 杉山浩太 DF,32 松原后 DF,8 石毛秀樹 MF,16 六平光成 MF,10 大前元紀 MF,19 ミッチェルデューク MF,9 長沢駿 FW,18 ピーターウタカ FW
16914,20 前田遼一 FW,17 河野広貴 FW,14 武藤嘉紀 FW,10 梶山陽平 MF,7 米本拓司 MF,4 高橋秀人 MF,6 太田宏介 DF,29 吉本一謙 DF,3 森重真人 DF,2 徳永悠平 DF,1 権田修一 GK,0,1,1 楢﨑正剛 GK,19 矢野貴章 DF,2 竹内彬 DF,4 田中マルクス闘莉王 DF,6 本多勇喜 DF,22 小屋松知哉 MF,8 ダニルソン MF,20 矢田旭 MF,10 小川佳純 MF,18 ノヴァコヴィッチ FW,11 永井謙佑 FW
16915,13 大久保嘉人 FW,10 レナト FW,9 杉本健勇 FW,20 車屋紳太郎 MF,18 エウシーニョ MF,14 中村憲剛 MF,19 森谷賢太郎 MF,5 谷口彰悟 DF,3 角田誠 DF,4 井川祐輔 DF,30 新井章太 GK,3,2,1 赤星拓 GK,15 丹羽竜平 DF,36 菊地直哉 DF,29 谷口博之 DF,23 吉田豊 DF,9 白星東 MF,28 高橋義希 MF,14 藤田直之 MF,10 金民友 MF,22 池田圭 FW,11 豊田陽平 FW
16916,9 オビナ FW,22 前田直輝 MF,5 岩間雄大 MF,11 喜山康平 MF,6 岩沼俊介 MF,8 岩上祐三 MF,3 田中隼磨 DF,2 大久保裕樹 DF,4 飯田真輝 DF,30 酒井隆介 DF,1 村山智彦 GK,0,3,21 飯倉大樹 GK,13 小林祐三 DF,22 中澤佑二 DF,5 ファビオ DF,23 下平匠 DF,28 喜田拓也 MF,8 中町公祐 MF,25 藤本淳吾 MF,6 三門雄大 MF,11 齋藤学 MF,39 アデミウソン FW
16917,11 佐藤寿人 FW,30 柴﨑晃誠 MF,9 ドウグラス MF,18 柏好文 MF,28 丸谷拓也 MF,8 森﨑和幸 MF,14 ミキッチ MF,4 水本裕貴 DF,5 千葉和彦 DF,33 塩谷司 DF,1 林卓人 GK,4,2,21 守田達弥 GK,3 大井健太郎 DF,2 大野和成 DF,5 前野貴徳 DF,18 成岡翔 MF,13 加藤大 MF,24 川口尚紀 MF,7 コルテース MF,23 山本康裕 FW,11 指宿洋史 FW,9 山崎亮平 FW
16918,30 クリスティアーノ FW,11 レアンドロ FW,7 大谷秀和 MF,28 栗澤僚一 MF,17 秋野央樹 MF,9 工藤壮人 MF,2 藤田優人 DF,13 エドゥアルド DF,4 鈴木大輔 DF,27 キムチャンス DF,21 菅野孝憲 GK,1,0,1 東口順昭 GK,14 米倉恒貴 DF,5 丹羽大輝 DF,8 岩下敬輔 DF,4 藤春廣輝 DF,15 今野泰幸 MF,7 遠藤保仁 MF,19 大森晃太郎 MF,11 倉田秋 MF,39 宇佐美貴史 FW,29 パトリック FW
16919,30 興梠慎三 FW,19 武藤雄樹 MF,20 李忠成 MF,3 宇賀神友弥 MF,22 阿部勇樹 MF,8 柏木陽介 MF,24 関根貴大 MF,5 槙野智章 DF,4 那須大亮 DF,46 森脇良太 DF,1 西川周作 GK,2,1,1 佐藤昭大 GK,22 西大伍 DF,23 植田直通 DF,14 ファンソッコ DF,3 昌子源 DF,20 柴崎岳 MF,40 小笠原満男 MF,25 遠藤康 MF,7 カイオ MF,8 土居聖真 MF,9 ジネイ FW
16920,9 山崎亮平 FW,10 ラファエルシルバ FW,23 山本康裕 FW,7 コルテース MF,24 川口尚紀 MF,25 小泉慶 MF,6 小林裕紀 MF,2 大野和成 DF,3 大井健太郎 DF,4 舞行龍ジェームズ DF,21 守田達弥 GK,0,2,21 河田晃兵 GK,41 土屋征夫 DF,4 山本英臣 DF,17 津田琢磨 DF,28 橋爪勇樹 MF,6 マルキーニョスパラナ MF,18 下田北斗 MF,27 阿部翔平 MF,23 稲垣祥 FW,9 阿部拓馬 FW,10 バレー FW
16921,18 ノヴァコヴィッチ FW,32 川又堅碁 FW,11 永井謙佑 MF,10 小川佳純 MF,20 矢田旭 MF,22 小屋松知哉 MF,6 本多勇喜 DF,4 田中マルクス闘莉王 DF,2 竹内彬 DF,19 矢野貴章 DF,1 楢﨑正剛 GK,0,0,1 山岸範宏 GK,31 高木純平 DF,17 當間建文 DF,4 西河翔吾 DF,13 石川竜也 DF,15 宮阪政樹 MF,24 ロメロフランク MF,22 キムボムヨン MF,30 山﨑雅人 FW,8 林陵平 FW,11 ディエゴ FW
16922,13 小川慶治朗 FW,19 渡邉千真 FW,7 ペドロジュニオール FW,25 奥井諒 MF,16 チョンウヨン MF,10 森岡亮太 MF,6 高橋峻希 MF,8 高橋祥平 DF,14 増川隆洋 DF,34 ブエノ DF,22 山本海人 GK,0,1,1 六反勇治 GK,25 菅井直樹 DF,3 渡部博文 DF,5 石川直樹 DF,23 二見宏志 DF,10 梁勇基 MF,17 富田晋伍 MF,6 キムミンテ MF,8 野沢拓也 MF,11 金園英学 FW,9 ウイルソン FW
16923,18 赤﨑秀平 FW,7 カイオ MF,8 土居聖真 MF,25 遠藤康 MF,40 小笠原満男 MF,20 柴崎岳 MF,3 昌子源 DF,14 ファンソッコ DF,23 植田直通 DF,22 西大伍 DF,1 佐藤昭大 GK,3,1,1 村山智彦 GK,3 田中隼磨 DF,30 酒井隆介 DF,4 飯田真輝 DF,2 大久保裕樹 DF,8 岩上祐三 MF,11 喜山康平 MF,6 岩沼俊介 MF,22 前田直輝 MF,5 岩間雄大 MF,9 オビナ FW
16924,38 東慶悟 FW,23 林容平 FW,14 武藤嘉紀 FW,8 三田啓貴 MF,7 米本拓司 MF,4 高橋秀人 MF,6 太田宏介 DF,29 吉本一謙 DF,3 森重真人 DF,50 松田陸 DF,1 権田修一 GK,2,1,21 菅野孝憲 GK,2 藤田優人 DF,4 鈴木大輔 DF,13 エドゥアルド DF,22 輪湖直樹 DF,30 クリスティアーノ MF,19 中川寛斗 MF,8 茨田陽生 MF,7 大谷秀和 MF,11 レアンドロ FW,9 工藤壮人 FW
16925,39 アデミウソン FW,11 齋藤学 MF,6 三門雄大 MF,25 藤本淳吾 MF,7 兵藤慎剛 MF,28 喜田拓也 MF,23 下平匠 DF,5 ファビオ DF,22 中澤佑二 DF,13 小林祐三 DF,21 飯倉大樹 GK,1,1,1 東口順昭 GK,14 米倉恒貴 DF,5 丹羽大輝 DF,6 金正也 DF,4 藤春廣輝 DF,17 明神智和 MF,7 遠藤保仁 MF,19 大森晃太郎 MF,11 倉田秋 MF,39 宇佐美貴史 FW,9 リンス FW
16926,23 高山薫 FW,7 大竹洋平 FW,19 大槻周平 FW,10 菊池大介 MF,6 永木亮太 MF,16 石川俊輝 MF,14 藤田征也 MF,17 三竿雄斗 DF,4 アンドレバイア DF,3 遠藤航 DF,1 秋元陽太 GK,0,0,1 林卓人 GK,33 塩谷司 DF,5 千葉和彦 DF,4 水本裕貴 DF,14 ミキッチ MF,8 森﨑和幸 MF,6 青山敏弘 MF,18 柏好文 MF,9 ドウグラス MF,30 柴﨑晃誠 MF,11 佐藤寿人 FW
